section,category,name,symbol,extra_1,extra_2,source,auth_required,notes
WATCHLIST,NIFTY_100,INDIGO,INDIGO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,IRFC,IRFC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,JINDALSTEL,JINDALSTEL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,LICI,LICI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,LTIM,LTIM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,MARICO,MARICO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,MOTHERSON,MOTHERSON.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,NAUKRI,NAUKRI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,PIDILITIND,PIDILITIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,PFC,PFC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,PNB,PNB.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,RECLTD,RECLTD.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,SIEMENS,SIEMENS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,SRF,SRF.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,TATAPOWER,TATAPOWER.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,TORNTPHARM,TORNTPHARM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,TVSMOTOR,TVSMOTOR.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,VBL,VBL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,VEDL,VEDL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,ZOMATO,ZOMATO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,ZYDUSLIFE,ZYDUSLIFE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,HAL,HAL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,ADANIENSOL,ADANIENSOL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,JSWENERGY,JSWENERGY.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,UNITDSPR,UNITDSPR.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,CGPOWER,CGPOWER.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,PERSISTENT,PERSISTENT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,INDUSTOWER,INDUSTOWER.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,RELIANCE,RELIANCE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,TCS,TCS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,HDFCBANK,HDFCBANK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ICICIBANK,ICICIBANK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,INFY,INFY.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,HINDUNILVR,HINDUNILVR.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ITC,ITC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,SBIN,SBIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BHARTIARTL,BHARTIARTL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,KOTAKBANK,KOTAKBANK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,LT,LT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,HCLTECH,HCLTECH.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ASIANPAINT,ASIANPAINT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,AXISBANK,AXISBANK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,MARUTI,MARUTI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,SUNPHARMA,SUNPHARMA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,TITAN,TITAN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BAJFINANCE,BAJFINANCE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,NTPC,NTPC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ULTRACEMCO,ULTRACEMCO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,WIPRO,WIPRO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,NESTLEIND,NESTLEIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,M&M,M&M.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,POWERGRID,POWERGRID.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,TATASTEEL,TATASTEEL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,TECHM,TECHM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,JSWSTEEL,JSWSTEEL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,INDUSINDBK,INDUSINDBK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BAJAJFINSV,BAJAJFINSV.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,HDFCLIFE,HDFCLIFE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,DRREDDY,DRREDDY.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,CIPLA,CIPLA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,COALINDIA,COALINDIA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BPCL,BPCL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,HEROMOTOCO,HEROMOTOCO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,TMPV,TMPV.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BRITANNIA,BRITANNIA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,SHRIRAMFIN,SHRIRAMFIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,SBILIFE,SBILIFE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,EICHERMOT,EICHERMOT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ONGC,ONGC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,GRASIM,GRASIM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BAJAJ-AUTO,BAJAJ-AUTO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ADANIPORTS,ADANIPORTS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ADANIENT,ADANIENT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,HINDALCO,HINDALCO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,APOLLOHOSP,APOLLOHOSP.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,TATACONSUM,TATACONSUM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,JIOFIN,JIOFIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,TRENT,TRENT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ABB,ABB.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ADANIGREEN,ADANIGREEN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ADANIPOWER,ADANIPOWER.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,AMBUJACEM,AMBUJACEM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,DMART,DMART.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BAJAJHLDNG,BAJAJHLDNG.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BANKBARODA,BANKBARODA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BERGEPAINT,BERGEPAINT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BEL,BEL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BOSCHLTD,BOSCHLTD.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,CANBK,CANBK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,CHOLAFIN,CHOLAFIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,COLPAL,COLPAL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,DABUR,DABUR.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,DLF,DLF.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,DIVISLAB,DIVISLAB.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,GAIL,GAIL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,GODREJCP,GODREJCP.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,HAVELLS,HAVELLS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ICICIGI,ICICIGI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ICICIPRULI,ICICIPRULI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,IOC,IOC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,INDIGO,INDIGO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,IRFC,IRFC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,JINDALSTEL,JINDALSTEL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,LICI,LICI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,LTIM,LTIM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,MARICO,MARICO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,MOTHERSON,MOTHERSON.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,NAUKRI,NAUKRI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,PIDILITIND,PIDILITIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,PFC,PFC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,PNB,PNB.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,RECLTD,RECLTD.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,SIEMENS,SIEMENS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,SRF,SRF.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,TATAPOWER,TATAPOWER.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,TORNTPHARM,TORNTPHARM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,TVSMOTOR,TVSMOTOR.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,VBL,VBL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,VEDL,VEDL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ZOMATO,ZOMATO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ZYDUSLIFE,ZYDUSLIFE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,HAL,HAL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ADANIENSOL,ADANIENSOL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,JSWENERGY,JSWENERGY.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,UNITDSPR,UNITDSPR.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,CGPOWER,CGPOWER.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,PERSISTENT,PERSISTENT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,INDUSTOWER,INDUSTOWER.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ABCAPITAL,ABCAPITAL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ABFRL,ABFRL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ACC,ACC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,AIAENG,AIAENG.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ALKEM,ALKEM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,APLAPOLLO,APLAPOLLO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ASHOKLEY,ASHOKLEY.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ASTRAL,ASTRAL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,AUROPHARMA,AUROPHARMA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BALKRISIND,BALKRISIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BANDHANBNK,BANDHANBNK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BANKINDIA,BANKINDIA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BHARATFORG,BHARATFORG.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BHEL,BHEL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BIOCON,BIOCON.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,COFORGE,COFORGE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,CONCOR,CONCOR.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,CUMMINSIND,CUMMINSIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,DALBHARAT,DALBHARAT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,DEEPAKNTR,DEEPAKNTR.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,DELHIVERY,DELHIVERY.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,DIXON,DIXON.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ESCORTS,ESCORTS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,EXIDEIND,EXIDEIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,FACT,FACT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,FEDERALBNK,FEDERALBNK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,FLUOROCHEM,FLUOROCHEM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,FORTIS,FORTIS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,GMRINFRA,GMRINFRA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,GODREJPROP,GODREJPROP.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,GUJGASLTD,GUJGASLTD.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,HDFCAMC,HDFCAMC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,HINDPETRO,HINDPETRO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,HONAUT,HONAUT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,IDFCFIRSTB,IDFCFIRSTB.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,IDEA,IDEA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,IGL,IGL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,INDHOTEL,INDHOTEL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,IPCALAB,IPCALAB.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,IRCTC,IRCTC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,JUBLFOOD,JUBLFOOD.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,KPITTECH,KPITTECH.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,L&TFH,L&TFH.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,LICHSGFIN,LICHSGFIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,LUPIN,LUPIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,M&MFIN,M&MFIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,MAXHEALTH,MAXHEALTH.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,MAZDOCK,MAZDOCK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,MFSL,MFSL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,MPHASIS,MPHASIS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,MRF,MRF.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,MUTHOOTFIN,MUTHOOTFIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,NHPC,NHPC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,NMDC,NMDC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,NYKAA,NYKAA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,OBEROIRLTY,OBEROIRLTY.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,OFSS,OFSS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,OIL,OIL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,PAGEIND,PAGEIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,PATANJALI,PATANJALI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,PAYTM,PAYTM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,PEL,PEL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,PETRONET,PETRONET.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,PHOENIXLTD,PHOENIXLTD.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,PIIND,PIIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,POLICYBZR,POLICYBZR.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,POLYCAB,POLYCAB.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,POONAWALLA,POONAWALLA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,PRESTIGE,PRESTIGE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,RVNL,RVNL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,SAIL,SAIL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,SOLARINDS,SOLARINDS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,SONACOMS,SONACOMS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,SUNDARMFIN,SUNDARMFIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,SUNTV,SUNTV.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,SUPREMEIND,SUPREMEIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,SYNGENE,SYNGENE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,TATACOMM,TATACOMM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,TATAELXSI,TATAELXSI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,TATATECH,TATATECH.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,THERMAX,THERMAX.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,TIINDIA,TIINDIA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,TORNTPOWER,TORNTPOWER.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,TUBEINVEST,TUBEINVEST.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,UBL,UBL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,UNIONBANK,UNIONBANK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,UPL,UPL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,VOLTAS,VOLTAS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,YESBANK,YESBANK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,MANKIND,MANKIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,JSL,JSL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,NLCINDIA,NLCINDIA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,KEI,KEI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,HUDCO,HUDCO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ABBOTINDIA,ABBOTINDIA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,GLAND,GLAND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,LODHA,LODHA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,CRISIL,CRISIL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,KALYANKJIL,KALYANKJIL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,SUZLON,SUZLON.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,AARTIIND,AARTIIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ANGELONE,ANGELONE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,APARINDS,APARINDS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ASTERDM,ASTERDM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ATGL,ATGL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,ATUL,ATUL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BIKAJI,BIKAJI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BLUESTARCO,BLUESTARCO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BSE,BSE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BALRAMCHIN,BALRAMCHIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BLS,BLS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,BSOFT,BSOFT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_500,CAMS,CAMS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
